"REMARKS"
"Jing Jiang Brand Cumin Pork upc 6970219142416 weight: 168g number 25,  Jing Jiang Brand Honey Pork Jerky: UPC 6970219142409 weight 168g, amount-2"
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Swine and poultry products from China are retricted entry under 9 CFR 94. Prohibited items seized for destruction via steam sterilization. "
"Swine and poultry products imported from China without the presence of a permit and/or VS Certificate is prohibited. Products will be safeguarded on-site by owner until arrangements can be made for destruction by approved methods under USDA supervision. "
"Swine Product was Concealed in the Basement. Store manager/staff refused to provide pathway information."
"This corn is from India and is prohibited entry into the United States as per 7CFR319.41 and 7CFR319.24. The corn has been seized by USDA."
"Corn from China is prohibited entry into the United States without a specialized USDA permit or sufficient processing. This product has been seized by USDA for not meeting entry requirements."
"Quarantine significant pests found on commodities.  (Mealy Bug and Aphid on Hemigraphis sp./ Mealy bugs on Episcia sp.)"
"swine meat product from China are prohibited.  APW 2988"
"There is the potential for spread of the mealybugs onto other plants within the same box since adults could not be found and the shipment is a single box in which this plant was found co-mingled with other plants, Therefore, if the exporter chose to destroy, the entire box must be destroyed. "
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Pork floss cakes with egg yolk will be seized for destruction."
"PER 9CFR94 AVIAN/BOVINE/PORCINE PRODUCTS FROM CHINA ARE REGULATED TO PEVENT THE INTRODUCTION AND SPREAD OF FOREIGN ANIMAL DISEASES. MEAT SNACKS WILL BE SEIZED. MOON CAKES WILL BE PLACED ON HOLD. "
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"17 packages of Mutton Sukuti (Goat Meat) entered without health certificate and in violation of 9 CFR 94. Seized by SITC for destruction."
"These duck blood and pork sausage products were unaccompanied by any import documentation and have no compliant market access at this time. They were seized by USDA."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"An actionable pathogenic bacterium was found in this shipment. All plants are comingled and will share the same regulatory fate. Treatment is not available as an option for bacteria. Please choose whether you will re-export or destroy these plants by selecting the appropriate box, signing this form, and returning it within 48h of issuance. "
"The country of origin for both products, Thailand, is considered by APHIS to be affected with Highly Pathogenic Avian Influenza (HPAI), Newcastle Disease (ND), and African Swine Fever (ASF). These products need to be seized and destroyed to eliminate the risk of introducing disease and harming U.S, agriculture in accordance with 9 CFR 94."
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertilizer pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Chia Tai Brand Water Spinach Seeds Prohibited from possessing in the United States"
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"These coffee drinks containing reduced fat milk with sugar from Vietnam were imported into the US in violation of Title 9 CFR 94 for Animal  Products. These regulated articles will be destroyed under USDA supervision."
"These seeds are coated, In order to be allowed entry a coated seeds permit must be provided. Please sign and return the EAN within 10 buisness days marking your choice of destruction, re-exportation , or other if you apply for a permit, and please include the permit applicaiton"
"Chinese meat snacks containing swine and avian meat are being seized by SITC for destruction"
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertiziler pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"These chicken sausages are from Thailand an require a USDA import permit and certification from the country of origin. Without these requirements, the product is non-compliant and has been seized by USDA."
"7 Packages Unique Achar Pork Pickle seized for destruction"
"This corn was imported from India without a proper permit and is generally prohibited from India. Due to this, the product has been seized by USDA."
"Cow dung cakes imported in violation of 9 CFR 95. Product is being seized by SITC for destruction. "
"Mealybugs, White Flies, Aphids, Soft Scale, Pseudocerradoa, and Colletotrichum sp. was found on the shipment.  The shipment has commingled commodities.  The only form of treatment is re-export or destroy"
"At the time of the violation on 11-25-24, China was a region affected with foot-and-mouth disease (FMD), African swine fever (ASF), classical swine fever (CSF), and swine vesicular disease (SVD). This shipment is prohibited as it violated the Animal Health Protection Act (7 U.S.C. § 8301 et seq.), 9 C.F.R. 94, and 9 C.F.R. § 327. In response to the violations, the following regulatory action applies, and shall be immediately destroyed or otherwise disposed of as the Administrator may direct at any time. USDA nor its employees will be responsible for the cost to comply with our orders."
"Swine and poultry products imported from China without the presence of a permit and/or VS Certificate is prohibited. Products will be safeguarded on-site by owner until arrangements can be made for destruction by approved methods under USDA supervision. "
"Pork from  China is prohibited "
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"ONE (1) CARDBOARD BOX TO BE RE-EXPORTED TO COUNTRY-OF-ORIGIN, THAILAND.  ACTIONABLE MEALY BUG"
"pork products from China are prohibited due to the presence of African Swine Fever as stated in 9CFR94 and have been seized by USDA."
"These chicken sausages are from Thailand an require a USDA import permit and certification from the country of origin. Without these requirements, the product is non-compliant and has been seized by USDA."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"PER 9CFR94 THE IMPORT OF PORK PRODUCTS FROM CHINA IS REGULATED TO PREVENT THE INTRODUCTION AND SPREAD OF FOREIGN ANIMAL DISEASES. WILL BE SEIZED."
"Swine and poultry products imported from China without the presence of a permit and/or VS Certificate is prohibited. Products will be safeguarded on-site by owner until arrangements can be made for destruction by approved methods under USDA supervision. "
"An actionable pathogenic bacterium was found in this shipment. All plants are comingled and will share the same regulatory fate. Treatment is not available as an option for bacteria. Please choose whether you will re-export or destroy these plants by selecting the appropriate box, signing this form, and returning it within 48h of issuance. "
"poultry and swine products from Hong Kong/China refused entry under 9 CFR 94. Items destroyed via steam sterilization"
"This pest/commodity scenario we can prescribe T201-c-1, this treatment can be used for mealybugs, treating only at or above 60F."
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"goat/elk/venison/deer products prohibited under 9 CFR 94. future shipments will result in investigation and monetary penalty/fine"
"Pork is not admissible into the United States from China as per 9CFR94 and duck blood is not enterable due to the lack of a veterinary certificate and the absence of approved facilities. The products were seized by USDA."
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"The above listed articles are noncompliant per 9 CFR 94. The above listed articles are being seized for destruction by incineration under USDA supervision. Cured and dried pork products from China are prohibited. Cooked pork products from China must have been prepared in an establishment eligible to have its products imported into the United States under the Federal Meat Inspection Act."
"These duck blood and pork sausage products were unaccompanied by any import documentation and have no compliant market access at this time. They were seized by USDA."
"Mealybug to be treated above 60F."
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertiziler pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Juvenile mealybugs present on roots. Roots are bagged in impermeable plastic and cannot be treated. Shipment will need to be re-exported or destroyed. "
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertiziler pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Swine Product was Concealed in the Basement. Store manager/staff refused to provide pathway information."
"PER 9CFR94 AVIAN/BOVINE/PORCINE PRODUCTS FROM CHINA ARE REGULATED TO PEVENT THE INTRODUCTION AND SPREAD OF FOREIGN ANIMAL DISEASES. MEAT SNACKS WILL BE SEIZED. MOON CAKES WILL BE PLACED ON HOLD. "
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Per 7CFR319.37 Seeds of Hibiscus from All Countries except Canada require an import permit, phytosanitary certificate, and a treatment with either T203-g-1 Methyl Bromide at NAP (tarpaulin or chamber) or T203-g-3 Phosphine at NAP Plastic wrappings are not readily permeable and must be perforated, removed, or opened before fumigation."
"Mealybugs, White Flies, Aphids, Soft Scale, Pseudocerradoa, and Colletotrichum sp. was found on the shipment.  The shipment has commingled commodities.  The only form of treatment is re-export or destroy"
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"These products (see box 3) have been found to be non-compliant with USDA, APHIS import regulations. Vietnam is recognized as affected with African Swine Fever (ASF). Shipments from Vietnam containing cured and dried pork are prohibited under 9 CFR Part 94.6(b)(5). These products will be seized and destroyed to mitigate the risk of introducing livestock diseases and harming US agriculture. "
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertiziler pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Mealybugs, White Flies, Aphids, Soft Scale, Pseudocerradoa, and Colletotrichum sp. was found on the shipment.  The shipment has commingled commodities.  The only form of treatment is re-export or destroy"
"Mealy bug (Pseudococcidae) of phytosanitary action found on shipment. Please choosed between re-exportation, destruction, or treatmeant (T201-c-1)."
"No scientific name on the phytosanitary certificate. These plants covered the line lasted as ""Champagne""."
"This pest/commodity scenario we can prescribe T201-c-1, this treatment can be used for mealybugs, treating only at or above 60F."
"These seeds are coated, In order to be allowed entry a coated seeds permit must be provided. Please sign and return the EAN within 10 buisness days marking your choice of destruction, re-exportation , or other if you apply for a permit, and please include the permit applicaiton"
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"Mealybugs, White Flies, Aphids, Soft Scale, Pseudocerradoa, and Colletotrichum sp. was found on the shipment.  The shipment has commingled commodities.  The only form of treatment is re-export or destroy"
"Items seized and then was destoryed by Benjamin Wrazen SITC of Ohio"
"Corn relatives must have USDA permit to enter USA"
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertiziler pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"Animal products (beef jerky, pork sausages) from China seized for destruction by USDA-SITC.  No documentation provided demonstrating products imported with required permits - a violation of 9 CFR 94 and/or Animal Health Protection Act, Section 8306.  Products must be safeguarded by owner listed until arrangements can be made for their destruction by approved methods under USDA supervision in timeframe specified in block 17."
"Mealy bug (Pseudococcidae) of phytosanitary action found on shipment. Please choosed between re-exportation, destruction, or treatmeant (T201-c-1)."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"An actionable pathogenic bacterium was found in this shipment. All plants are comingled and will share the same regulatory fate. Treatment is not available as an option for bacteria. Please choose whether you will re-export or destroy these plants by selecting the appropriate box, signing this form, and returning it within 48h of issuance. "
"Swine Product was Concealed in the Basement. Store manager/staff refused to provide pathway information."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Swine and poultry products imported from China without the presence of a permit and/or VS Certificate is prohibited. Products will be safeguarded on-site by owner until arrangements can be made for destruction by approved methods under USDA supervision. "
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"The above listed articles are noncompliant per 9 CFR 94. The above listed articles are being seized for destruction by incineration under USDA supervision. The above listed articles include the total amount of pork products to be destroyed by incineration."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Seized 6 packages of pork floss and 6 packages of chicken jerky. Items destroyed under USDA supervision. "
"The above listed articles are noncompliant per 7 CFR 319.24. Corn and millet products for consumption from Togo are prohibited. The above listed articles are being seized for destruction by incineration at Cypress Woods Pet Crematory in Lyons, IL under the supervision of USDA SITC. "
"Swine and poultry products imported from China without the presence of a permit and/or VS Certificate is prohibited. Products will be safeguarded on-site by owner until arrangements can be made for destruction by approved methods under USDA supervision. "
"The above listed articles are noncompliant per 7 CFR 319.24. Corn and millet products for consumption from Togo are prohibited. The above listed articles are being seized for destruction by incineration at Cypress Woods Pet Crematory in Lyons, IL under the supervision of USDA SITC. "
"Swine and poultry products imported from China without the presence of a permit and/or VS Certificate is prohibited. Products will be safeguarded on-site by owner until arrangements can be made for destruction by approved methods under USDA supervision. "
"Swine Product was Concealed in the Basement. Store manager/staff refused to provide pathway information."
"ONE (1) CARDBOARD BOX TO BE RE-EXPORTED TO COUNTRY-OF-ORIGIN, THAILAND.  ACTIONABLE MEALY BUGS."
"58 boxes of Giusto Sapore brand Paradise Bean Soup were seized for destruction for lack or documentation required as condition of entry: USDA Import Permit and a certification that lentils and broad beans were treated upon entry. "
"Bottled coffee containing milk from Vietnam seized and safeguarded by USDA-SITC. Products will be destroyed by approved methods under USDA supervision. Products imported into the United States from Vietnam without required Veterinary Certificate and/or permit is in violation of 9 CFR 94: Prohibited Animal Product - Meat, Milk Products; Swine; Meat And Eggs Of Poultry; Organs; Glands."
"swine products prohibited from Myanmar and Thailand under 9 CFR 94. Future violations will result in investigation and potential monetary penalty/fine"
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"PER 9CFR94 AVIAN/BOVINE/PORCINE PRODUCTS FROM CHINA ARE REGULATED TO PEVENT THE INTRODUCTION AND SPREAD OF FOREIGN ANIMAL DISEASES. MEAT SNACKS WILL BE SEIZED. MOON CAKES WILL BE PLACED ON HOLD. "
"Corn from China is prohibited entry into the United States without a specialized USDA permit or sufficient processing. This product has been seized by USDA for not meeting entry requirements."
"Plants were found infected with a pathogenic bacterium. All plants are comingled in boxes, belong to the same family impacted by the bacterium, and are sourced to the same farm, so all plants in the shipment will share the same fate. Treatment is not available for bacteria, so the plants will have to be re-exported or destroyed. "
"Corn is prohibited from China as per 7 CFR 319.24 & 41 and has been seized by SITC for destruction."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Per 9CFR94 meat products containing beef and pork from Thailand are prohibited into the United States. These products will be safeguarded for destruction to prevent the possible spread of agricultural diseases. "
"Mealy bug (Pseudococcidae) of phytosanitary action found on shipment. Please choosed between re-exportation, destruction, or treatmeant (T201-c-1)."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Cacti found heavily infested with mealybugs. Please choose treatment (T201-c-1), destruction, or re-exportation. "
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertiziler pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Corn is prohibited from China as per 7 CFR 319.24 & 41 and has been seized by SITC for destruction."
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"Mealy bug (Pseudococcidae) of phytosanitary action found on shipment. Please choosed between re-exportation, destruction, or treatmeant (T201-c-1)."
"1.5 Kilos of Rice crackers with Pork Floss were seized for destruction. Product arrived in violation of 9CFR94."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Corn from China is prohibited entry into the United States without a specialized USDA permit or sufficient processing. This product has been seized by USDA for not meeting entry requirements."
"This pork product is from VietNam, a country affected with African Swine Fever. As per 9CFR94, this product is prohibited entry into the United States and has been seized by USDA."
"Animal products (beef jerky, pork sausages) from China seized for destruction by USDA-SITC.  No documentation provided demonstrating products imported with required permits - a violation of 9 CFR 94 and/or Animal Health Protection Act, Section 8306.  Products must be safeguarded by owner listed until arrangements can be made for their destruction by approved methods under USDA supervision in timeframe specified in block 17."
"Mealybugs, White Flies, Aphids, Soft Scale, Pseudocerradoa, and Colletotrichum sp. was found on the shipment.  The shipment has commingled commodities.  The only form of treatment is re-export or destroy"
"Animal products (beef jerky, pork sausages) from China seized for destruction by USDA-SITC.  No documentation provided demonstrating products imported with required permits - a violation of 9 CFR 94 and/or Animal Health Protection Act, Section 8306.  Products must be safeguarded by owner listed until arrangements can be made for their destruction by approved methods under USDA supervision in timeframe specified in block 17."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Per 7CFR319.37 Seeds of Hibiscus from All Countries except Canada require an import permit, phytosanitary certificate, and a treatment with either T203-g-1 Methyl Bromide at NAP (tarpaulin or chamber) or T203-g-3 Phosphine at NAP Plastic wrappings are not readily permeable and must be perforated, removed, or opened before fumigation."
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Mealy bug (Pseudococcidae) of phytosanitary action found on shipment. Please choosed between re-exportation, destruction, or treatmeant (T201-c-1)."
"Wellmade Brand Honeycomb attached to a wooden frame (UPC#82251424267) is considered to be used beekeeping equipment and is regulated by 7 CFR 322. This product was found to be in violation of 7 CFR 322 and will need to be seized and destroyed to mitigate risk to protect native bees and U.S agriculture. "
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertilizer pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Mealy bug (Pseudococcidae) of phytosanitary action found on shipment. Please choosed between re-exportation, destruction, or treatmeant (T201-c-1)."
"Swine Product was Concealed in the Basement. Store manager/staff refused to provide pathway information."
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"Swine concealed in unmarked boxes in basement. Staff refused to Provide Pathway Information to USDA SITC and FSIS."
"Mealybugs, White Flies, Aphids, Soft Scale, Pseudocerradoa, and Colletotrichum sp. was found on the shipment.  The shipment has commingled commodities.  The only form of treatment is re-export or destroy"
"Plant roots are established in packing material, therefore the packing material is regulated as unapproved growing media. Furthermore, some plants were found with fertiziler pellets in the would-be packing material, which in our evaluation, proves that the plants were grown in this material. If a plant is grown in packing material, it is not packing material, but bonafide growing media."
"Actionable mealybugs collected from Monstera sp. All plants are comingled. Treatment is not available b/c plants are wrapped in individual plastic bags. Re-export or destroy. "
"Various animal products from China (poultry, pork, beef) imported into U.S. in violation of 9 CFR 94 and/or Animal Protection Act, Section 8306.  Products will be safeguarded on site and destroyed by approved methods under USDA supervision."
"Product containing pork meat was imported in violation of 9CFR94. Product is being seized by SITC for destruction."
"Whole corn kernels and paddy rice imported from India to the United States is prohibited as per 7 CFR 319.41 and 7 CFR 319.55. These products were seized and destroyed by the USDA for noncompliance. "
"Chinese meat snacks containing swine and avian meat are being seized by SITC for destruction"
